processed_path,crop,disease,class_id,leakage_group_id,group_size
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000040.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000040,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000041.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000041,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000042.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000042,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000043.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000043,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000044.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000044,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000045.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000045,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000046.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000046,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000047.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000047,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000048.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000048,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000049.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000049,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000050.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000050,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000051.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000051,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000052.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000052,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000053.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000053,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000054.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000054,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000055.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000055,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000056.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000056,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000057.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000057,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000058.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000058,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000059.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000059,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000060.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000060,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000061.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000061,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000062.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000062,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000063.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000063,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000064.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000064,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000065.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000065,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000066.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000066,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000067.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000067,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000068.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000068,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000069.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000069,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000070.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000070,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000071.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000071,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000072.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000072,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000073.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000073,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000074.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000074,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000075.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000075,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000076.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000076,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000077.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000077,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000078.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000078,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000079.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000079,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000080.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000080,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000081.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000081,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000082.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000082,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000083.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000083,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000084.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000084,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000085.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000085,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000086.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000086,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000087.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000087,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000088.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000088,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000089.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000089,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000090.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000090,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000091.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000091,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000092.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000092,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000093.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000093,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000094.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000094,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000095.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000095,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000096.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000096,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000097.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000097,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000098.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000098,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000099.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000099,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000100.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000100,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000101.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000101,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000102.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000102,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000103.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000103,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000104.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000104,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000105.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000105,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000106.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000106,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000107.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000107,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000108.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000108,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000109.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000109,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000110.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000110,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000111.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000111,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000112.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000112,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000113.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000113,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000114.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000114,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000115.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000115,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000116.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000116,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000117.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000117,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000118.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000118,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000119.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000119,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000120.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000120,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000121.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000121,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000122.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000122,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000123.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000123,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000124.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000124,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000125.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000125,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000126.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000126,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000127.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000127,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000128.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000128,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000129.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000129,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000130.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000130,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000131.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000131,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000132.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000132,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000133.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000133,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000134.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000134,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000135.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000135,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000136.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000136,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000137.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000137,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000138.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000138,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000139.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000139,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000140.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000140,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000141.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000141,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000142.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000142,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000143.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000143,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000144.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000144,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000145.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000145,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000146.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000146,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000147.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000147,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000148.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000148,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000149.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000149,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000150.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000150,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000151.png,cotton,Alternaria_Leaf_Spot,C03,LG_SHARED_000001,2
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000152.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000151,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000153.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000152,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000154.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000153,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000155.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000154,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000156.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000155,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000157.png,cotton,Alternaria_Leaf_Spot,C03,LG_SHARED_000001,2
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000158.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000156,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000159.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000157,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000160.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000158,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000161.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000159,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000162.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000160,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000163.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000161,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000164.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000162,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000165.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000163,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000166.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000164,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000167.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000165,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000168.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000166,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000169.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000167,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000170.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000168,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000171.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000169,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000172.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000170,1
processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000173.png,cotton,Alternaria_Leaf_Spot,C03,LG_SINGLE_000171,1
processed/cotton/Bacterial_Blight/cotton_bacterial_blight_000001.jpg,cotton,Bacterial_Blight,C02,LG_SHARED_000002,2
processed/cotton/Bacterial_Blight/cotton_bacterial_blight_000002.jpg,cotton,Bacterial_Blight,C02,LG_SHARED_000003,4
processed/cotton/Bacterial_Blight/cotton_bacterial_blight_000003.jpg,cotton,Bacterial_Blight,C02,LG_SHARED_000004,2
processed/cotton/Bacterial_Blight/cotton_bacterial_blight_000004.jpg,cotton,Bacterial_Blight,C02,LG_SHARED_000004,2
