image_name,crop,disease,class_id,class_index,original_source,processed_path,extension,file_size,width,height,leakage_group_id,split
cotton_alternaria_leaf_spot_000035.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000035.png,png,40989,700,700,LG_SINGLE_000035,train
cotton_alternaria_leaf_spot_000036.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000036.png,png,37184,700,700,LG_SINGLE_000036,train
cotton_alternaria_leaf_spot_000037.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000037.png,png,38672,700,700,LG_SINGLE_000037,train
cotton_alternaria_leaf_spot_000038.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000038.png,png,33716,700,700,LG_SINGLE_000038,train
cotton_alternaria_leaf_spot_000039.png,cotton,Alternaria_Leaf_Spot,C03,2,cotton disease dataset,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000039.png,png,37573,700,700,LG_SINGLE_000039,train
cotton_alternaria_leaf_spot_000040.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000040.png,png,43771,700,700,LG_SINGLE_000040,train
cotton_alternaria_leaf_spot_000041.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000041.png,png,42978,700,700,LG_SINGLE_000041,train
cotton_alternaria_leaf_spot_000042.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000042.png,png,42795,700,700,LG_SINGLE_000042,train
cotton_alternaria_leaf_spot_000043.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000043.png,png,43397,700,700,LG_SINGLE_000043,train
cotton_alternaria_leaf_spot_000044.png,cotton,Alternaria_Leaf_Spot,C03,2,cotton disease dataset,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000044.png,png,41650,700,700,LG_SINGLE_000044,test
cotton_alternaria_leaf_spot_000045.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000045.png,png,42977,700,700,LG_SINGLE_000045,train
cotton_alternaria_leaf_spot_000046.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000046.png,png,43080,700,700,LG_SINGLE_000046,train
cotton_alternaria_leaf_spot_000047.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000047.png,png,44899,700,700,LG_SINGLE_000047,train
cotton_alternaria_leaf_spot_000048.png,cotton,Alternaria_Leaf_Spot,C03,2,cotton disease dataset,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000048.png,png,36661,700,700,LG_SINGLE_000048,train
cotton_alternaria_leaf_spot_000049.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000049.png,png,45908,700,700,LG_SINGLE_000049,train
cotton_alternaria_leaf_spot_000050.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000050.png,png,42995,700,700,LG_SINGLE_000050,train
cotton_alternaria_leaf_spot_000051.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000051.png,png,44754,700,700,LG_SINGLE_000051,test
cotton_alternaria_leaf_spot_000052.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000052.png,png,40961,700,700,LG_SINGLE_000052,validation
cotton_alternaria_leaf_spot_000053.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000053.png,png,40280,700,700,LG_SINGLE_000053,test
cotton_alternaria_leaf_spot_000054.png,cotton,Alternaria_Leaf_Spot,C03,2,cotton disease dataset,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000054.png,png,41460,700,700,LG_SINGLE_000054,validation
cotton_alternaria_leaf_spot_000055.png,cotton,Alternaria_Leaf_Spot,C03,2,cotton disease dataset,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000055.png,png,40535,700,700,LG_SINGLE_000055,train
cotton_alternaria_leaf_spot_000056.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000056.png,png,44332,700,700,LG_SINGLE_000056,train
cotton_alternaria_leaf_spot_000057.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000057.png,png,49570,700,700,LG_SINGLE_000057,train
cotton_alternaria_leaf_spot_000058.png,cotton,Alternaria_Leaf_Spot,C03,2,cotton disease dataset,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000058.png,png,41694,700,700,LG_SINGLE_000058,train
cotton_alternaria_leaf_spot_000059.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000059.png,png,40449,700,700,LG_SINGLE_000059,test
cotton_alternaria_leaf_spot_000060.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000060.png,png,34632,700,700,LG_SINGLE_000060,validation
cotton_alternaria_leaf_spot_000061.png,cotton,Alternaria_Leaf_Spot,C03,2,cotton disease dataset,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000061.png,png,39097,700,700,LG_SINGLE_000061,train
cotton_alternaria_leaf_spot_000062.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000062.png,png,39660,700,700,LG_SINGLE_000062,train
cotton_alternaria_leaf_spot_000063.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000063.png,png,38829,700,700,LG_SINGLE_000063,test
cotton_alternaria_leaf_spot_000064.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000064.png,png,42770,700,700,LG_SINGLE_000064,test
cotton_alternaria_leaf_spot_000065.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000065.png,png,38830,700,700,LG_SINGLE_000065,train
cotton_alternaria_leaf_spot_000066.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000066.png,png,46650,700,700,LG_SINGLE_000066,train
cotton_alternaria_leaf_spot_000067.png,cotton,Alternaria_Leaf_Spot,C03,2,cotton disease dataset,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000067.png,png,44771,700,700,LG_SINGLE_000067,train
cotton_alternaria_leaf_spot_000068.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000068.png,png,44732,700,700,LG_SINGLE_000068,train
cotton_alternaria_leaf_spot_000069.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000069.png,png,45584,700,700,LG_SINGLE_000069,validation
cotton_alternaria_leaf_spot_000070.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000070.png,png,40446,700,700,LG_SINGLE_000070,validation
cotton_alternaria_leaf_spot_000071.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000071.png,png,50700,700,700,LG_SINGLE_000071,train
cotton_alternaria_leaf_spot_000072.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000072.png,png,37578,700,700,LG_SINGLE_000072,validation
cotton_alternaria_leaf_spot_000073.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000073.png,png,43806,700,700,LG_SINGLE_000073,train
cotton_alternaria_leaf_spot_000074.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000074.png,png,43489,700,700,LG_SINGLE_000074,train
cotton_alternaria_leaf_spot_000075.png,cotton,Alternaria_Leaf_Spot,C03,2,cotton disease dataset,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000075.png,png,41565,700,700,LG_SINGLE_000075,train
cotton_alternaria_leaf_spot_000076.png,cotton,Alternaria_Leaf_Spot,C03,2,cotton disease dataset,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000076.png,png,43419,700,700,LG_SINGLE_000076,train
cotton_alternaria_leaf_spot_000077.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000077.png,png,44608,700,700,LG_SINGLE_000077,train
cotton_alternaria_leaf_spot_000078.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000078.png,png,42245,700,700,LG_SINGLE_000078,train
cotton_alternaria_leaf_spot_000079.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000079.png,png,40637,700,700,LG_SINGLE_000079,test
cotton_alternaria_leaf_spot_000080.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000080.png,png,42618,700,700,LG_SINGLE_000080,train
cotton_alternaria_leaf_spot_000081.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000081.png,png,41964,700,700,LG_SINGLE_000081,train
cotton_alternaria_leaf_spot_000082.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000082.png,png,40385,700,700,LG_SINGLE_000082,train
cotton_alternaria_leaf_spot_000083.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000083.png,png,38956,700,700,LG_SINGLE_000083,train
cotton_alternaria_leaf_spot_000084.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000084.png,png,42537,700,700,LG_SINGLE_000084,validation
cotton_alternaria_leaf_spot_000085.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000085.png,png,44416,700,700,LG_SINGLE_000085,train
cotton_alternaria_leaf_spot_000086.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000086.png,png,35835,700,700,LG_SINGLE_000086,validation
cotton_alternaria_leaf_spot_000087.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000087.png,png,43498,700,700,LG_SINGLE_000087,train
cotton_alternaria_leaf_spot_000088.png,cotton,Alternaria_Leaf_Spot,C03,2,cotton disease dataset,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000088.png,png,43127,700,700,LG_SINGLE_000088,validation
cotton_alternaria_leaf_spot_000089.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000089.png,png,42885,700,700,LG_SINGLE_000089,train
cotton_alternaria_leaf_spot_000090.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000090.png,png,39413,700,700,LG_SINGLE_000090,validation
cotton_alternaria_leaf_spot_000091.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000091.png,png,38959,700,700,LG_SINGLE_000091,train
cotton_alternaria_leaf_spot_000092.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000092.png,png,38801,700,700,LG_SINGLE_000092,train
cotton_alternaria_leaf_spot_000093.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000093.png,png,49538,700,700,LG_SINGLE_000093,train
cotton_alternaria_leaf_spot_000094.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000094.png,png,37073,700,700,LG_SINGLE_000094,train
cotton_alternaria_leaf_spot_000095.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000095.png,png,36808,700,700,LG_SINGLE_000095,test
cotton_alternaria_leaf_spot_000096.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000096.png,png,44139,700,700,LG_SINGLE_000096,test
cotton_alternaria_leaf_spot_000097.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000097.png,png,37386,700,700,LG_SINGLE_000097,train
cotton_alternaria_leaf_spot_000098.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000098.png,png,44422,700,700,LG_SINGLE_000098,test
cotton_alternaria_leaf_spot_000099.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000099.png,png,45377,700,700,LG_SINGLE_000099,train
cotton_alternaria_leaf_spot_000100.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000100.png,png,44858,700,700,LG_SINGLE_000100,train
cotton_alternaria_leaf_spot_000101.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000101.png,png,44281,700,700,LG_SINGLE_000101,test
cotton_alternaria_leaf_spot_000102.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000102.png,png,37312,700,700,LG_SINGLE_000102,train
cotton_alternaria_leaf_spot_000103.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000103.png,png,38068,700,700,LG_SINGLE_000103,train
cotton_alternaria_leaf_spot_000104.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000104.png,png,37499,700,700,LG_SINGLE_000104,validation
cotton_alternaria_leaf_spot_000105.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000105.png,png,31531,700,700,LG_SINGLE_000105,train
